,Place of interest,Type of place,Place address,Place distrit,Place neighborhood,Place description,Place transport,Place latitude,Place longitude,mercator place,BiciMAD station,Station location,Station latitude,Station longitude,Station base availability,Station Bikes Availability,mercator station,Distance Between BiciMAD station and Place of interest
129,Parque Segura,Principales parques y jardines municipales,SEGURA,USERA,ORCASITAS,"Zona verde recientemente remodelada que se encuentra constituida por una serie de paseos terrizos, zonas estanciales franqueadas por parterres ajardinados de praderas y macizos arbustivos. En este parque nos encontramos una serie de áreas destinadas a distintos usuarios como son una zona para mayores, una zona infantil, un circuito biosaludable y una zona canina.","Bus: 60  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.36801139459264,-3.715877017285581,POINT (4493746.472783118 -413939.816455223),Glorieta de Cádiz,Calle Antonio López nº 129,40.38895,-3.70017,disponible,7,POINT (4496077.347674986 -412187.6512511889),2916.0007996864315
130,Parque Soto de Entrevías,Principales parques y jardines municipales,ACCESO A LA ESTACION DE AUTOBUSES DE LA E.M.T.,PUENTE DE VALLECAS,ENTREVIAS,"Zona verde continuación del Parque Entrevías Urbano. Dispone de un recorrido por distintas áreas temáticas pasando por un arboreto con especies singulares y diferentes tipos de vegetación de la sierra madrileña. El parque está estructurado en dos plataformas, la inferior es la compuesta por dos láminas de agua. Todo el parque se riega con agua regenerada.","Bus:  102, 111  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.376563359161366,-3.675043967167776,POINT (4494698.473124191 -409384.8309577403),Méndez Álvaro,Calle Retama nº 5,40.3941388,-3.6758888,disponible,8,POINT (4496654.962248815 -409479.0711555289),1958.7574912815155
131,Parque Urpisa,Principales parques y jardines municipales,VASARES,VILLA DE VALLECAS,CASCO H.VALLECAS,Zona verde que cuenta con dos pequeñas zonas estanciales bordeadas por parterres con plantaciones diversas.,"Bus: 54, 58, 103, 142 y N9 Metro: Villa de Vallecas (línea 1)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.38289158525453,-3.619641837988416,POINT (4495402.928030507 -403204.9766398048),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),2561.9944463575835
132,Parque Valdebernardo Este,Principales parques y jardines municipales,CORDEL DE PAVONES,VICALVARO,CASCO H.VICALVARO,Parque periurbano situado en el extremo oriental del barrio de Valdebernardo que enlaza éste con la Avenida de la Democracia. Cuenta con plantaciones de árboles y arbustos aromáticos dispuestos en parcelas definidas por caminos terrizos y con numerosas instalaciones deportivas y zonas infantiles.,"Metro: Valdebernardo (línea 9) Bus: 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.4027578376722,-3.617738099849234,POINT (4497614.429133612 -402992.6301015169),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),1898.1095785454715
133,Parque Valle de Enmedio,Principales parques y jardines municipales,MIRADOR DE LA REINA,FUENCARRAL-EL PARDO,MIRASIERRA,Zona verde con arbolado joven con grandes paseos pavimentados dotados a lo largo de todo el recorrido con numerosos parques infantiles,"Bus: 64 Metro: Lacoma (línea 7)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.48922371593969,-3.7237594350747134,POINT (4507239.766673341 -414819.1357074439),Francos Rodríguez,Calle Francos Rodríguez nº 62,40.45673408797698,-3.708002730875242,disponible,2,POINT (4503623.037832471 -413061.4121393402),4021.2335980708285
134,Parque Vallecas Villa,Principales parques y jardines municipales,BABILAFUENTE,VILLA DE VALLECAS,CASCO H.VALLECAS,Zona verde recientemente remodelada y de gran entidad. El elemento más destacado dentro del parque es la presencia de una fuente de cuatro alturas que asemeja a una catarata. Se trata de un parque con una elevada densidad arbustiva donde el terreno se encuentra cubierto por corteza de pino.   Otras denominaciones Parque Cataratas,"Bus: 54, 103, 142 y N9 Metro: Congosto (línea 1)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.37217516332789,-3.62384308326436,POINT (4494209.981398507 -403673.5930318052),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),3359.437360432603
135,Parque Vandel,Principales parques y jardines municipales,MOLINA DE SEGURA,MORATALAZ,MARROQUINA,"El parque se asienta sobre la explanación del antiguo tren de Arganda. Posee viales terrizos de trazado geométrico, que definen parcelas plantadas de arbustos aromáticos. Amplias zonas terrizas estanciales arboladas.","Bus: 32  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.4049148503112,-3.636955454805149,POINT (4497854.54668222 -405136.1905915184),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),570.9515228400735
136,Parque Virgen de la Esperanza,Principales parques y jardines municipales,ANOETA,VILLAVERDE,LOS ANGELES,"Parque ubicado entre bloques de viviendas, que se abre hacia el oeste ante la proximidad de una vía férrea adquiriendo una estructura más cercana a los espacios abiertos de los grandes parques. Está constituido principalmente por zonas de césped con macizos arbustivos y zonas terrizas. Cuenta con zonas estanciales e infantiles así como pistas deportivas.","Bus: 22 , 76 , 79  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.35103021559652,-3.7010015933831006,POINT (4491856.136584201 -412280.4172240527),Glorieta de Cádiz,Calle Antonio López nº 129,40.38895,-3.70017,disponible,7,POINT (4496077.347674986 -412187.6512511889),4222.230287264238
137,Parque de Alfonso XIII,Principales parques y jardines municipales,ALFONSO XIII,CHAMARTIN,NUEVA ESPAÑA,"Parque limitado por las calles Alfonso XIII, Santa María Magdalena y Federico Salmón con amplias praderas algunas de ellas bordeadas por seto de aligustre, amplios macizos de arbustos y diversas alineaciones arbóreas en terrizos.","Bus: 52  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.45990434942118,-3.669142805075655,POINT (4503975.949722121 -408726.5651332098),Colombia,Calle Colombia nº 7,40.4572466,-3.6763439,disponible,2,POINT (4503680.090409898 -409529.8371102056),856.0248837828407
138,Parque de Amos Acero,Principales parques y jardines municipales,SIERRA MOLINA,PUENTE DE VALLECAS,SAN DIEGO,"Parque urbano de uso muy intensivo integrado en el barrio de San Diego, en Vallecas. Aunque no es de grandes dimensiones, tiene diversidad de usos tales como pistas de petanca, zona de gradas de obra, zonas infantiles, zona estancial, etc.   Otras denominaciones: Parque de Palomeras","Bus: 103, 111, 57, 144, 310  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.38903628994235,-3.6665321826830297,POINT (4496086.953427429 -408435.3554889088),Concordia,Calle Arroyo del Olivar nº 6,40.39382977920336,-3.665936242935637,disponible,6,POINT (4496620.562211088 -408368.8797354235),537.7335397750753
139,Parque de Ana Tutor,Principales parques y jardines municipales,VALLE DE PINARES LLANOS,FUENCARRAL-EL PARDO,PEÑA GRANDE,El parque hace esquina con dos grandes ejes del distrito y dispone de una zona de patinaje y otra de fútbol sala. Mezcla arbolado nuevo con antiguos de más tamaño y zonas estanciales.,"Bus: 49, 64  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.48559668319756,-3.7174080145343456,POINT (4506836.007235399 -414110.6054874472),Pedro Rico,Calle Pedro Rico nº 4,40.481086,-3.688463,disponible,13,POINT (4506333.880278716 -410881.7202647889),3267.695099260147
140,Parque de Arriaga,Principales parques y jardines municipales,DAROCA,CIUDAD LINEAL,PUEBLO NUEVO,"Parque situado longitudinalmente y al lado de la calle de Arriaga, posee una gran red de paseos y zonas estanciales. Tiene varias pistas deportivas y espacios de juegos infantiles. Existe asimismo un gran estanque circular con fuente en uno de los laterales.","Bus: 106 , 109  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.425090271008656,-3.642721665241288,POINT (4500100.464240802 -405779.3796242265),Gutierre de Cetina,Calle Gutierre de Cetina nº 77,40.429706,-3.640994,disponible,18,POINT (4500614.284841758 -405586.6676448087),548.7709148438877
141,Parque de Atenas,Principales parques y jardines municipales,SEGOVIA,CENTRO,PALACIO,"Uno de los parques más amplios del distrito Centro, con un papel fundamental dentro de la ciudad debido a la gran diversidad de flora y fauna. Hay que destacar además dentro de su importancia que en él se celebran numerosos actos festivos. Cuenta con zonas recreativas y deportivas.","Bus: 3 , 31 , 41 , 50 , 65 , 148 , C1 , L3   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.413971277014085,-3.715138075489171,POINT (4498862.703491192 -413857.3845684201),Segovia 26,Calle Segovia nº 26,40.4138333,-3.7135833,disponible,8,POINT (4498847.343960243 -413683.9434243567),174.11991742757374
142,Parque de Berlín,Principales parques y jardines municipales,RAMON Y CAJAL,CHAMARTIN,CIUDAD JARDIN,"Parque urbano limitado por las calles Ramón y Cajal, Marcenado y San Ernesto. Como significativo del mismo presenta restos procedentes de la caída del muro de Berlín adornado con bonitas fuentes ornamentales y amplios espacios estanciales, zonas infantiles, macizos arbustivos y extensas masas arbóreas.","Metro: Concha Espina (línea 9) Bus: 16, 29, 43, 52 y 120  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.45150372849227,-3.67606453550938,POINT (4503040.796877966 -409498.6742746383),Parque Berlín,Avenida de Concha Espina nº 34,40.4515833,-3.6780555,disponible,7,POINT (4503049.65473769 -409720.7646285503),222.26692731859472
143,Parque de Breogán,Principales parques y jardines municipales,BRASILIA,SALAMANCA,GUINDALERA,"Parque delimitado por la Avenida de Brasilia y M-30, el cual presenta amplios terrizos con bosquetes de pinos y alineaciones de ciruelos y zonas infantiles de arena para el esparcimiento de los usuarios. También presenta amplias praderas y limitando a la M-30 macizos de adelfas y rosales.","Metro: Parque Avenidas (línea 7) Bus: 21, 43, 48 , 53 y 74  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.43714097124976,-3.660899509341831,POINT (4501441.942055343 -407807.0450731217),Avenida Brasilia,Avenida de Brasilia frente al nº 9,40.43666,-3.66096,disponible,13,POINT (4501388.400580734 -407813.792631515),53.96497982530977
144,Parque de Canillejas,Principales parques y jardines municipales,CIRCE,SAN BLAS-CANILLEJAS,CANILLEJAS,"Situado en el centro del barrio de Canillejas, cuenta con dos áreas infantiles y una gran explanada donde se ubica un auditorio al aire libre. Los paseos perimetrales se encuentran resguardados por unas pérgolas con plantas trepadoras. En el lateral que da a la C/ San Mariano se encuentra un monumento en homenaje al matador de toros José Cubero 'Yiyo', que fue vecino del barrio. La zona infantil de mayor tamaño está rodeada de praderas y en los terrizos cercanos al auditorio se ha instalado un circuito biosaludable para uso vecinal.","Bus: 28, 48   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.44191186628217,-3.610832880429799,POINT (4501973.035660979 -402222.4126612598),Gutierre de Cetina,Calle Gutierre de Cetina nº 77,40.429706,-3.640994,disponible,18,POINT (4500614.284841758 -405586.6676448087),3628.279948276822
145,Parque de Comillas,Principales parques y jardines municipales,MIGUEL SORIANO,CARABANCHEL,COMILLAS,"Este parque se encuentra en la calle Antonio Leyva, entre la Plaza Elíptica y la Glorieta Marqués de Vadillo. Su jardinería está compuesta de grandes praderas con arbolado y macizos de arbustos. Los paseos son terrizos y pavimentados. Este parque dispone de zonas estanciales terrizas y  de pistas deportivas de fútbol, baloncesto, patinaje y petanca. Está  dotado de áreas infantiles y de mayores. Junto a la calle Baleares se sitúa una zona estancial y una fuente ornamental.","Bus: 55, 60 y 116  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.39191419121823,-3.7141505979369023,POINT (4496407.319932014 -413747.2276405296),San Delfín,Calle San Delfín nº 9,40.39440607959559,-3.708042972844556,disponible,17,POINT (4496684.715677296 -413065.9012525062),735.6317329463591
146,Parque de Darwin,Principales parques y jardines municipales,MANUEL MARIA ARRILLAGA,MORATALAZ,FONTARRON,Zona verde formada por plazas terrizas con plantaciones diversas. En la parte más próxima a la calle Julia García Boutan existe una zona interbloque formada por parterres de césped rodeados por seto de aligustre.,"Bus: 8, 20 y 113.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.40687979108534,-3.660862691056585,POINT (4498073.282888636 -407802.9380998525),Doctor Lozano,Calle Sierra Toledana nº 33,40.40248333540473,-3.660188083470652,disponible,9,POINT (4497583.871680976 -407727.6876039788),495.16256655017247
147,Parque de Enrique Herreros,Principales parques y jardines municipales,BRAVO MURILLO,CHAMBERI,VALLEHERMOSO,"Parque situado en la confluencia de las calles Cea Bermúdez y Bravo Murillo. Gran superficie de pradera, zona infantil y de petanca y fuente ornamental.","Metro: Canal (líneas 2, 7) Bus: 3 , 12 , 37 , 149  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.43934359051524,-3.7043941647283263,POINT (4501687.136510388 -412658.8665219244),Canal,Calle José Abascal frente al nº 2,40.4386944,-3.7038333,disponible,12,POINT (4501614.868952803 -412596.3006447438),95.5881209493818
